date,label
2016-11-18,-0.0019987113348108876
2016-11-21,0.0008584797891544316
2016-11-22,0.014293759752503465
2016-11-23,-0.007891789592204601
2016-11-25,0.006817914282420068
2016-11-28,0.001975384618705389
2016-11-29,-0.005632145163335545
2016-11-30,-0.017275640865549446
2016-12-01,-0.027089362870579614
2016-12-02,0.011848569732375802
2016-12-05,0.006732872594022998
2016-12-06,0.009595876555434923
2016-12-07,0.022465213006076068
2016-12-08,0.005633672480588325
2016-12-09,0.0016811276340384929
2016-12-12,0.005872289004277942
2016-12-13,0.023074965429435768
2016-12-14,-0.006793506661334381
2016-12-15,0.006566147209553064
2016-12-16,-0.013046859369217012
2016-12-19,0.01597359130284559
2016-12-20,0.008674211389247066
2016-12-21,-0.006180828023317098
2016-12-22,-0.0013520648034949234
2016-12-23,0.0010830012079761087
2016-12-27,0.0027048613474049965
2016-12-28,-0.011869514445213114
2016-12-29,0.0008189904617021959
2016-12-30,-0.010638395299347625
2017-01-03,0.009098548726934386
2017-01-04,-0.005191307242644605
2017-01-05,-0.0016478781555296917
2017-01-06,0.003576295970321608
2017-01-09,0.0035635516548979673
2017-01-10,-0.0019121380017577128
2017-01-11,0.011220789467838221
2017-01-12,-0.0064956417574669745
2017-01-13,0.0021795632746539617
2017-01-17,0.000272040602550927
2017-01-18,-0.0010871735577772101
2017-01-19,-0.005168827676494625
2017-01-20,0.010117689332329816
2017-01-23,-0.004601769585707238
2017-01-24,0.02311649020837958
2017-01-25,0.004784515490000141
2017-01-26,-0.006349014683424525
2017-01-27,0.011182193216096925
2017-01-30,-0.014744861923854713
2017-01-31,-0.016034005993842637
2017-02-01,-0.008147757765133656
2017-02-02,0.004381221805681568
2017-02-03,0.0027457115202398352
2017-02-06,-0.006845714169508743
2017-02-07,0.002205840007957871
2017-02-08,0.0008253693702060527
2017-02-09,-0.025288597547856062
2017-02-10,-0.003384280502286563
2017-02-13,0.013016581608665811
2017-02-14,0.003631076669748934
2017-02-15,0.0033399527950832564
2017-02-16,0.009986152778281854
2017-02-17,0.0019226882310618976
2017-02-21,0.0010963392817278095
2017-02-22,-0.01232210063258754
2017-02-23,0.0030497302926577596
2017-02-24,0.009673621693768952
2017-02-27,-0.0005473040251912087
2017-02-28,-0.008490862830697554
2017-03-01,-0.007458638917878346
2017-03-02,-0.0005565609302682351
2017-03-03,-0.0002784941854644396
2017-03-06,-0.009192163035712908
2017-03-07,0.006466236699354422
2017-03-08,-0.0050281795642024285
2017-03-09,0.005614757681435378
2017-03-10,0.0025127457348703697
2017-03-13,-0.02088565381269114
2017-03-14,0.0005689295914677039
2017-03-15,-0.002274184485659747
2017-03-16,0.0011397442046372497
2017-03-17,0.003699456324320005
2017-03-20,0.00453634420296023
2017-03-21,-0.011007707086181706
2017-03-22,0.009417952461953094
2017-03-23,-0.0028272217142271128
2017-03-24,-0.0031188450636232545
2017-03-27,0.0065417001807661634
2017-03-28,0.005933535130084655
2017-03-29,-0.0008424024649784645
2017-03-30,0.005060337069507703
2017-03-31,0.008951109602373997
2017-04-03,0.0024952126054738066
2017-04-04,0.0033184748622350213
2017-04-05,-0.0016538076598080487
2017-04-06,-0.005245868942284293
2017-04-07,0.0
2017-04-10,-0.0063832144520200584
2017-04-11,-0.0016762170135850019
2017-04-12,-0.003077535572419743
2017-04-13,-0.01066529143984074
2017-04-17,0.006524638021720763
2017-04-18,0.008173976005179773
2017-04-19,0.003913705945445045
2017-04-20,0.007518872975159185
2017-04-21,0.0038695886348998343
2017-04-24,0.011839019724844801
2017-04-25,0.00326519898630373
2017-04-26,0.0016276866500624099
2017-04-27,0.013538966262390595
2017-04-28,-0.03419705790108207
2017-05-01,0.0044260901426871335
2017-05-02,0.01817673225334504
2017-05-03,0.007711680575442692
2017-05-04,-0.0035156457505811645
2017-05-05,-0.0008139553387331855
2017-05-08,-0.007604583932030229
2017-05-09,-0.004652346405281227
2017-05-10,-0.00989844278320029
2017-05-11,-0.008886346469108575
2017-05-12,-0.004482893462566362
2017-05-15,0.0028145725421737655
2017-05-16,0.005332384726855821
2017-05-17,-0.021775580624267876
2017-05-18,0.005137077795858369
2017-05-19,0.0051109420254866755
2017-05-22,0.010451627987214662
2017-05-23,0.0025161784018261635
2017-05-24,0.007250196608671322
2017-05-25,0.003876270584026509
2017-05-26,0.0
2017-05-30,-0.002206326913884671
2017-05-31,-0.001934631206801929
2017-06-01,0.00027653048429598925
2017-06-02,0.005537545971789903
2017-06-05,0.0005506704455922051
2017-06-06,-0.005778915062811585
2017-06-07,0.0035981235548583346
2017-06-08,0.0060671679841866055
2017-06-09,-0.021107544740221695
2017-06-12,0.0005600772261455944
2017-06-13,0.004198286478277469
2017-06-14,-0.009754619260493369
2017-06-15,-0.006191941704927206
2017-06-16,-0.0028323460394485966
2017-06-19,0.00852022135469177
2017-06-20,-0.0183046193261035
2017-06-21,-0.008032032005090617
2017-06-22,-0.006361869457551683
2017-06-23,-0.004947883508666151
2017-06-26,-0.003509615947093092
2017-06-27,-0.012327471793481926
2017-06-28,0.016344639570135877
2017-06-29,-0.019298403431529443
2017-06-30,0.005963135707731215
2017-07-03,-0.008298778366790938
2017-07-05,0.02630015173188527
2017-07-06,-0.020675535736284445
2017-07-07,0.007433658474675697
2017-07-10,-0.00678847766255819
2017-07-11,0.008023604283703412
2017-07-12,0.009729008319816046
2017-07-13,-0.0002918536331710797
2017-07-14,0.012850201980939335
2017-07-17,-0.006055410075976764
2017-07-18,0.001740614162361931
2017-07-19,0.0008688858210279538
2017-07-20,0.005497418875212823
