,AAPL,QQQ,AMZN,MSFT,INTC,MARA
0,0.008685420000000,0.002323880000000,0.003020240000000,-0.000775360000000,-0.000482950000000,-0.031250220000000
1,0.001144260000000,0.001972380000000,0.000548570000000,0.002421160000000,0.002056760000000,-0.012429950000000
2,0.001530100000000,0.007074090000000,-0.000034635304000,0.004572310000000,-0.007887980000000,-0.030879770000000
3,0.000683140000000,0.001131460000000,0.002681830000000,0.001622110000000,0.003621920000000,-0.012751990000000
4,0.009609530000000,0.008983120000000,0.000772690000000,-0.002076900000000,0.000158240000000,0.021013990000000
5,-0.005035490000000,0.004031780000000,0.000165230000000,0.005489440000000,-0.003936670000000,0.023493080000000
6,0.009621590000000,0.005700380000000,0.001552540000000,0.004019960000000,0.001537340000000,-0.007882480000000
7,0.002310560000000,0.001306940000000,0.000677600000000,0.002051120000000,0.001168250000000,-0.010131330000000
8,0.002679080000000,0.001161070000000,0.001200020000000,0.002904710000000,0.002294730000000,-0.011472820000000
9,0.001891700000000,0.001982790000000,0.001456230000000,0.001614710000000,0.002678910000000,-0.010637590000000
10,0.000693070000000,0.001292310000000,0.001490870000000,0.000276080000000,-0.000677940000000,-0.010874970000000
11,0.002124440000000,0.001065360000000,0.001243690000000,0.000481290000000,0.001125350000000,-0.010963360000000
12,-0.000746000000000,-0.001957290000000,-0.001408610000000,-0.002093640000000,0.001470320000000,0.002148240000000
13,0.002217460000000,0.003363740000000,-0.011569210000000,0.001861420000000,0.000928520000000,-0.011026080000000
14,-0.002537920000000,-0.007875810000000,0.000972760000000,-0.000923260000000,-0.001798310000000,-0.011343290000000
15,-0.000553110000000,0.002128170000000,0.001348040000000,0.001532210000000,0.001776380000000,-0.010919030000000
16,0.001885630000000,0.001411190000000,0.002654310000000,0.002082980000000,0.001115160000000,-0.006003030000000
17,0.004499480000000,0.002140080000000,0.001099440000000,-0.004712650000000,0.003032380000000,-0.013282520000000
18,0.002452890000000,0.000541690000000,-0.000685370000000,0.003805970000000,0.003584240000000,-0.086449310000000
19,0.000411910000000,0.001015840000000,0.002569460000000,0.002630500000000,0.002834010000000,-0.009386340000000
20,-0.000051407640000,0.001784910000000,0.002138260000000,-0.000749940000000,0.002073510000000,-0.002154170000000
21,0.002195460000000,0.002916230000000,0.001041110000000,0.001316430000000,0.001065830000000,-0.009841650000000
22,0.001628290000000,0.001118690000000,0.000104190000000,0.002536730000000,0.003066130000000,-0.012036150000000
23,0.001525000000000,0.004451580000000,0.003619680000000,0.002747800000000,0.007397060000000,0.019139920000000
24,-0.000147500000000,0.001326750000000,0.001652200000000,0.001741780000000,0.002002610000000,-0.010636090000000
25,0.004632790000000,0.002549660000000,-0.000272510000000,0.003127250000000,0.004386410000000,-0.000939970000000
26,0.001676790000000,0.001562870000000,0.001901910000000,-0.000000835076200,0.002050580000000,-0.011083020000000
27,0.004771970000000,-0.000781130000000,-0.001321090000000,0.004368470000000,-0.005826500000000,-0.028515500000000
28,0.001341150000000,0.002523880000000,0.002601350000000,0.001578380000000,0.000087430640000,-0.010803510000000
29,-0.005126790000000,0.001402430000000,0.006199950000000,0.002819640000000,-0.000506020000000,-0.031949560000000
30,0.001787250000000,0.001839870000000,0.001312960000000,0.002175450000000,0.001296530000000,-0.053696210000000
31,0.002243190000000,0.002410870000000,0.001884020000000,0.001254000000000,0.000671980000000,-0.012895860000000
