,AAPL,QQQ,AMZN,MSFT,INTC,MARA
0,0.005087610000000,0.002135190000000,0.001303160000000,-0.002000180000000,0.004008460000000,-0.032345160000000
1,-0.001361240000000,-0.001361240000000,-0.001361240000000,-0.001361240000000,-0.001361240000000,-0.001361240000000
2,0.004654740000000,0.007561660000000,0.002920550000000,0.003945340000000,-0.004261650000000,0.000612680000000
3,0.001318580000000,0.001318580000000,0.001318580000000,0.001318580000000,0.001318580000000,0.001318580000000
4,0.000532730000000,-0.002147080000000,-0.002374690000000,-0.004392480000000,0.002488630000000,0.035620330000000
5,-0.001731950000000,0.004410730000000,-0.001780530000000,0.009082900000000,-0.002024430000000,0.043694000000000
6,0.009055400000000,0.005336950000000,0.001898670000000,0.005058990000000,0.003537940000000,0.000405150000000
7,-0.000859990000000,-0.000859990000000,-0.000859990000000,-0.000859990000000,-0.000859990000000,0.000921370000000
8,0.002553670000000,0.002553670000000,0.002553670000000,0.002553670000000,0.002553670000000,0.002553670000000
9,0.002466010000000,0.002466010000000,0.002466010000000,0.002466010000000,0.002466010000000,0.002466010000000
10,0.001747390000000,0.001747390000000,0.001747390000000,0.001747390000000,0.001747390000000,0.001747390000000
11,-0.000498000000000,-0.000498000000000,-0.000498000000000,-0.000498000000000,-0.000498000000000,-0.000498000000000
12,-0.001322460000000,-0.002032570000000,-0.007148260000000,-0.003084590000000,0.003787700000000,0.012235020000000
13,-0.005381670000000,-0.006026590000000,-0.008799580000000,-0.006621630000000,-0.002335990000000,-0.002958200000000
14,-0.000985180000000,-0.002654680000000,-0.001549890000000,-0.000546400000000,0.002793330000000,-0.009192060000000
15,0.001484750000000,0.001484750000000,0.001484750000000,0.001484750000000,0.001484750000000,0.001484750000000
16,0.000260250000000,0.000260250000000,0.000260250000000,0.000260250000000,0.000260250000000,0.002934040000000
17,0.001487660000000,-0.000037513673000,0.000074215230000,-0.003760990000000,0.002152020000000,-0.008280930000000
18,0.003242860000000,-0.000530120000000,0.000159260000000,0.002322370000000,0.001101470000000,-0.083441290000000
19,0.003407250000000,0.003407250000000,0.003407250000000,0.003407250000000,0.003407250000000,0.003407250000000
20,0.000845630000000,0.000845630000000,0.000845630000000,0.000845630000000,0.000845630000000,0.006069790000000
21,0.002669290000000,0.002669290000000,0.002669290000000,0.002669290000000,0.002669290000000,0.002669290000000
22,0.000669040000000,0.000669040000000,0.000669040000000,0.000669040000000,0.000669040000000,0.000669040000000
23,0.001220180000000,0.000759830000000,0.000737030000000,0.000061631200000,0.005147890000000,0.006059650000000
24,-0.001422320000000,-0.001422320000000,-0.001422320000000,-0.001422320000000,-0.001422320000000,-0.001422320000000
25,0.002490290000000,0.001138880000000,0.000078089535000,0.001347440000000,0.002855550000000,-0.020322220000000
26,0.000126400000000,0.000126400000000,0.000126400000000,0.000126400000000,0.000126400000000,0.000126400000000
27,-0.005326110000000,-0.002686200000000,-0.005477450000000,-0.004949350000000,-0.004491920000000,-0.026517560000000
28,0.001076080000000,0.001076080000000,0.001076080000000,0.001076080000000,0.001076080000000,0.001076080000000
