date,label
2016-11-18,0.0049708469184428505
2016-11-21,0.026099804720573605
2016-11-22,0.006833355243389461
2016-11-23,-0.0066341816297341705
2016-11-25,0.0003204635204387962
2016-11-28,-0.017427599306781616
2016-11-29,-0.005542731055914518
2016-11-30,-0.015671735693414846
2016-12-01,-0.009219636866154568
2016-12-02,-0.004451015195221397
2016-12-05,0.02569084178371317
2016-12-06,0.007058556488305001
2016-12-07,0.007453724795221994
2016-12-08,-0.004010755028238777
2016-12-09,0.0017332256331263896
2016-12-12,-0.011110215603405638
2016-12-13,0.018707614363030922
2016-12-14,-0.007128676472616724
2016-12-15,-0.010171440974117374
2016-12-16,-0.00424438957785811
2016-12-19,0.010860789232386203
2016-12-20,0.006814583163348598
2016-12-21,-0.0008039147593937868
2016-12-22,-0.005528093518598509
2016-12-23,-0.0075031967514395115
2016-12-27,0.014212646993658096
2016-12-28,0.0009463059964309739
2016-12-29,-0.0090399031569941
2016-12-30,-0.01996997818640356
2017-01-03,0.005067528795274612
2017-01-04,0.004657223778598452
2017-01-05,0.03073248072630208
2017-01-06,0.019911561002348366
2017-01-09,0.001168347199325126
2017-01-10,-0.0012798756687830704
2017-01-11,0.0039200842084210485
2017-01-12,0.018297407774293895
2017-01-13,0.004301656674926768
2017-01-17,-0.009080504946884616
2017-01-18,-0.0027663764207641606
2017-01-19,0.0019319334179506154
2017-01-20,-0.0008775350499131696
2017-01-23,0.01181446635787542
2017-01-24,0.0055753870144399365
2017-01-25,0.0171198106221091
2017-01-26,0.0031439831939541474
2017-01-27,-0.00402789106175927
2017-01-30,-0.006449160082890426
2017-01-31,-0.008309478038354579
2017-02-01,0.01077135489333747
2017-02-02,0.009130818578739763
2017-02-03,-0.03541877441233632
2017-02-06,-0.003159710590006304
2017-02-07,0.006017514317536721
2017-02-08,0.008873873197115412
2017-02-09,0.0020128622740704927
2017-02-10,0.007426751643474283
2017-02-13,0.010961263485087747
2017-02-14,-0.00016737551974699283
2017-02-15,0.007544324355959864
2017-02-16,0.0017087960371982014
2017-02-17,0.0011017042903345153
2017-02-21,0.013454500832645655
2017-02-22,-0.0009691479700594252
2017-02-23,-0.003997128327985822
2017-02-24,-0.00815547259076077
2017-02-27,0.004022555077073164
2017-02-28,-0.004242124527424229
2017-03-01,0.009514388989345424
2017-03-02,-0.004888221341226573
